name,interests,nationality,age,cleaned_name,Mission.Role,Hobby Category,Recategorized Hobby Category,Hobby Category (Recategorized)
Kevin Ford,riding the Minardi F1 two-seater race car,United States,65.0,Kevin Ford,commander,Aviation & Space-Related Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Kevin Chilton,reading,United States,70.0,Kevin Chilton,pilot,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Kevin Chilton,all sports,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Kevin Chilton,running,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,snow skiing,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,sailing,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Kevin Chilton,softball,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Kevin Chilton,reading,United States,70.0,Kevin Chilton,pilot,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Kevin Chilton,all sports,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Kevin Chilton,running,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,snow skiing,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,sailing,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Kevin Chilton,softball,United States,70.0,Kevin Chilton,pilot,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Kevin Chilton,reading,United States,70.0,Kevin Chilton,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Kevin Chilton,all sports,United States,70.0,Kevin Chilton,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Kevin Chilton,running,United States,70.0,Kevin Chilton,commander,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,snow skiing,United States,70.0,Kevin Chilton,commander,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Kevin Chilton,sailing,United States,70.0,Kevin Chilton,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Kevin Chilton,softball,United States,70.0,Kevin Chilton,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lee Morin,math,United States,73.0,Lee Morin,msp,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lee Morin,jogging,United States,73.0,Lee Morin,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Leland Melvin,photography,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Leland Melvin,piano,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Leland Melvin,reading,American,61.0,Leland Melvin,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Leland Melvin,music,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Leland Melvin,cycling,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leland Melvin,tennis,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leland Melvin,snowboarding,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Leland Melvin,cooking,American,61.0,Leland Melvin,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Leland Melvin,walking his two dogs,American,61.0,Leland Melvin,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Leland Melvin,photography,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Leland Melvin,piano,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Leland Melvin,reading,American,61.0,Leland Melvin,msp,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Leland Melvin,music,American,61.0,Leland Melvin,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Leland Melvin,cycling,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leland Melvin,tennis,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leland Melvin,snowboarding,American,61.0,Leland Melvin,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Leland Melvin,cooking,American,61.0,Leland Melvin,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Leland Melvin,walking his two dogs,American,61.0,Leland Melvin,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Leroy Chiao,flying,United States,65.0,Leroy Chiao,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Leroy Chiao,downhill skiing,United States,65.0,Leroy Chiao,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leroy Chiao,flying,United States,65.0,Leroy Chiao,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Leroy Chiao,downhill skiing,United States,65.0,Leroy Chiao,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leroy Chiao,flying,United States,65.0,Leroy Chiao,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Leroy Chiao,downhill skiing,United States,65.0,Leroy Chiao,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Leroy Chiao,flying,United States,65.0,Leroy Chiao,commander,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Leroy Chiao,downhill skiing,United States,65.0,Leroy Chiao,commander,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Lisa Nowak,Girl Scout,United States,62.0,Lisa Nowak,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lisa Nowak,Société Honoraire de Français,United States,62.0,Lisa Nowak,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lisa Nowak,math team,United States,62.0,Lisa Nowak,msp,Intellectual & Academic Pursuits,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lisa Nowak,student council,United States,62.0,Lisa Nowak,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Lisa Nowak,field hockey,United States,62.0,Lisa Nowak,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Lisa Nowak,track and field athletics,United States,62.0,Lisa Nowak,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Luca Parmitano,scuba diving,Italy,48.0,Luca Parmitano,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Luca Parmitano,snowboarding,Italy,48.0,Luca Parmitano,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Luca Parmitano,skydiving,Italy,48.0,Luca Parmitano,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Luca Parmitano,weight training,Italy,48.0,Luca Parmitano,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Luca Parmitano,swimming,Italy,48.0,Luca Parmitano,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Luca Parmitano,reading,Italy,48.0,Luca Parmitano,flight engineer,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Luca Parmitano,listening to and playing music,Italy,48.0,Luca Parmitano,flight engineer,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Maksim Surayev,sports,Russia,53.0,Maksim Surayev,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Maksim Surayev,reading,Russia,53.0,Maksim Surayev,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Maksim Surayev,sports,Russia,53.0,Maksim Surayev,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Maksim Surayev,reading,Russia,53.0,Maksim Surayev,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Michael Barratt,family and church activities,American,66.0,Michael Barratt,flight engineer,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Barratt,writing,American,66.0,Michael Barratt,flight engineer,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Michael Barratt,sailing,American,66.0,Michael Barratt,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Michael Barratt,boat restoration and maintenance,American,66.0,Michael Barratt,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Barratt,family and church activities,American,66.0,Michael Barratt,msp,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Barratt,writing,American,66.0,Michael Barratt,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Michael Barratt,sailing,American,66.0,Michael Barratt,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Michael Barratt,boat restoration and maintenance,American,66.0,Michael Barratt,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Boy Scouts of America,United States,67.0,Michael Fossum,msp,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Order of the Arrow,United States,67.0,Michael Fossum,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Scoutmaster,United States,67.0,Michael Fossum,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Boy Scouts of America,United States,67.0,Michael Fossum,msp,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Order of the Arrow,United States,67.0,Michael Fossum,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Scoutmaster,United States,67.0,Michael Fossum,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Boy Scouts of America,United States,67.0,Michael Fossum,commander,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Order of the Arrow,United States,67.0,Michael Fossum,commander,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fossum,Scoutmaster,United States,67.0,Michael Fossum,commander,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fincke,Conversant in Japanese and Russian,American,58.0,Michael Fincke,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fincke,Conversant in Japanese and Russian,American,58.0,Michael Fincke,commander,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Fincke,Conversant in Japanese and Russian,American,58.0,Michael Fincke,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Michael Foale,windsurfing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,msp,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Foale,windsurfing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,msp,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Foale,windsurfing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,msp,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Foale,windsurfing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,msp,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Foale,windsurfing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,msp,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Foale,windsurfing,British American,68.0,Michael Foale,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Michael Foale,gliding,British American,68.0,Michael Foale,commander,Other/Uncategorized,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Foale,cross-country skiing,British American,68.0,Michael Foale,commander,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,running,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,swimming,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,flying,U.S.,69.0,Michael Gernhardt,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Gernhardt,fishing,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Michael Gernhardt,scuba diving,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Michael Gernhardt,running,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,swimming,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,flying,U.S.,69.0,Michael Gernhardt,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Gernhardt,fishing,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Michael Gernhardt,scuba diving,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Michael Gernhardt,running,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,swimming,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,flying,U.S.,69.0,Michael Gernhardt,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Gernhardt,fishing,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Michael Gernhardt,scuba diving,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Michael Gernhardt,running,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,swimming,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Michael Gernhardt,flying,U.S.,69.0,Michael Gernhardt,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Michael Gernhardt,fishing,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Michael Gernhardt,scuba diving,U.S.,69.0,Michael Gernhardt,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Mikhail Tyurin,sailing,Russia,65.0,Mikhail Tyurin,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Mikhail Tyurin,sailing,Russia,65.0,Mikhail Tyurin,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Mikhail Tyurin,sailing,Russia,65.0,Mikhail Tyurin,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Naoko Yamazaki,scuba diving,Japanese,54.0,Naoko Yamazaki,msp,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Naoko Yamazaki,snow skiing,Japanese,54.0,Naoko Yamazaki,msp,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Naoko Yamazaki,flying,Japanese,54.0,Naoko Yamazaki,msp,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies,Aviation & Space-Related Hobbies
Naoko Yamazaki,music,Japanese,54.0,Naoko Yamazaki,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Nicole Stott,astronomy,American,62.0,Nicole Stott,flight engineer,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Nicole Stott,astronomy,American,62.0,Nicole Stott,msp,Aviation & Space-Related Hobbies,Intellectual & Academic Pursuits,Aviation & Space-Related Hobbies
Nikolai Budarin,fishing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Nikolai Budarin,skiing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Nikolai Budarin,picking mushrooms,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,tourism,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,cycling,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Nikolai Budarin,fishing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Nikolai Budarin,skiing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Nikolai Budarin,picking mushrooms,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,tourism,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,cycling,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Nikolai Budarin,fishing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Outdoor & Nature Pursuits,Outdoor & Nature Pursuits
Nikolai Budarin,skiing,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Nikolai Budarin,picking mushrooms,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,tourism,Russia,72.0,Nikolai Budarin,flight engineer,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Nikolai Budarin,cycling,Russia,72.0,Nikolai Budarin,flight engineer,Sports & Physical Activities,Sports & Physical Activities,Sports & Physical Activities
Norishige Kanai,Iaidō and other Japanese traditional martial arts,Japanese,48.0,Norishige Kanai,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Norishige Kanai,scuba diving,Japanese,48.0,Norishige Kanai,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Outdoor & Nature Pursuits
Norishige Kanai,traveling,Japanese,48.0,Norishige Kanai,flight engineer,Social & Community Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Norman Thagard,classical music,United States,82.0,Norman Thagard,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Norman Thagard,electronic design,United States,82.0,Norman Thagard,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Norman Thagard,classical music,United States,82.0,Norman Thagard,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Norman Thagard,electronic design,United States,82.0,Norman Thagard,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Norman Thagard,classical music,United States,82.0,Norman Thagard,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Norman Thagard,electronic design,United States,82.0,Norman Thagard,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Norman Thagard,classical music,United States,82.0,Norman Thagard,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Norman Thagard,electronic design,United States,82.0,Norman Thagard,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Norman Thagard,classical music,United States,82.0,Norman Thagard,msp,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Norman Thagard,electronic design,United States,82.0,Norman Thagard,msp,Other/Uncategorized,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Artistic & Creative Pursuits
Oleg Kononenko,reading,Russian,61.0,Oleg Kononenko,flight engineer,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Oleg Kononenko,team sports,Russian,61.0,Oleg Kononenko,flight engineer,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Oleg Kononenko,reading,Russian,61.0,Oleg Kononenko,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Oleg Kononenko,team sports,Russian,61.0,Oleg Kononenko,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Oleg Kononenko,reading,Russian,61.0,Oleg Kononenko,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Oleg Kononenko,team sports,Russian,61.0,Oleg Kononenko,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Oleg Kononenko,reading,Russian,61.0,Oleg Kononenko,commander,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits,Intellectual & Academic Pursuits
Oleg Kononenko,team sports,Russian,61.0,Oleg Kononenko,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Sports & Physical Activities
Oleg Kotov,diving,Russian,59.0,Oleg Kotov,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Oleg Kotov,computers,Russian,59.0,Oleg Kotov,commander,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Oleg Kotov,photography,Russian,59.0,Oleg Kotov,commander,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Oleg Kotov,diving,Russian,59.0,Oleg Kotov,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Oleg Kotov,computers,Russian,59.0,Oleg Kotov,commander,Technical & Maker Hobbies,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
Oleg Kotov,photography,Russian,59.0,Oleg Kotov,commander,Artistic & Creative Pursuits,Artistic & Creative Pursuits,Artistic & Creative Pursuits
Oleg Kotov,diving,Russian,59.0,Oleg Kotov,commander,Sports & Physical Activities,Uncategorized - Reason: Cannot confidently assign hobby to a single category,Intellectual & Academic Pursuits
